"material","value","passage"
"Cantor alloy (as-rolled)",1080,"Strengthening and fracture of deformation-processed dual fcc-phase CoCrFeCuNi and CoCrFeCu1.71Ni high entropy alloys. Yield strengths of both as-rolled CoCrFeCuNi (1065 MPa) and CoCrFeCu1.71Ni (1020 MPa) high entropy alloys were found to be a little smaller than that of Cantor alloy (1080 MPa) [30–32]. On the other hand, yield strengths of annealed CoCrFeCuNi (502 MPa) and CoCrFeCu1.71Ni (497 MPa) were observed to be greater than that (~220 MPa) of annealed Cantor alloy [30–32]."
"CoCrFeCuNi",1065,"Strengthening and fracture of deformation-processed dual fcc-phase CoCrFeCuNi and CoCrFeCu1.71Ni high entropy alloys. Fig. 8 shows the tensile stress-strain curves of as-rolled (a) and annealed (at 1173 K) (b) CoCrFeCuNi and CoCrFeCu1.71Ni high entropy alloys. Yield strengths of both as-rolled CoCrFeCuNi (1065 MPa) and CoCrFeCu1.71Ni (1020 MPa) high entropy alloys were found to be a little smaller than that of Cantor alloy (1080 MPa) [30–32]."
"As-rolled CoCrFeCuNi",1065,"Strengthening and fracture of deformation-processed dual fcc-phase CoCrFeCuNi and CoCrFeCu1.71Ni high entropy alloys. Yield strengths of both as-rolled CoCrFeCuNi (1065 MPa) and CoCrFeCu1.71Ni (1020 MPa) high entropy alloys were found to be a little smaller than that of Cantor alloy (1080 MPa) [30–32]. On the other hand, yield strengths of annealed CoCrFeCuNi (502 MPa) and CoCrFeCu1.71Ni (497 MPa) were observed to be greater than that (~220 MPa) of annealed Cantor alloy [30–32]."
"CoCrFeCu1.71Ni",1020,"Strengthening and fracture of deformation-processed dual fcc-phase CoCrFeCuNi and CoCrFeCu1.71Ni high entropy alloys. Fig. 8 shows the tensile stress-strain curves of as-rolled (a) and annealed (at 1173 K) (b) CoCrFeCuNi and CoCrFeCu1.71Ni high entropy alloys. Yield strengths of both as-rolled CoCrFeCuNi (1065 MPa) and CoCrFeCu1.71Ni (1020 MPa) high entropy alloys were found to be a little smaller than that of Cantor alloy (1080 MPa) [30–32]."
"As-rolled CoCrFeCu1.71Ni",1020,"Strengthening and fracture of deformation-processed dual fcc-phase CoCrFeCuNi and CoCrFeCu1.71Ni high entropy alloys. Yield strengths of both as-rolled CoCrFeCuNi (1065 MPa) and CoCrFeCu1.71Ni (1020 MPa) high entropy alloys were found to be a little smaller than that of Cantor alloy (1080 MPa) [30–32]. On the other hand, yield strengths of annealed CoCrFeCuNi (502 MPa) and CoCrFeCu1.71Ni (497 MPa) were observed to be greater than that (~220 MPa) of annealed Cantor alloy [30–32]."
"CoCrFeCuNi",506,"Strengthening and fracture of deformation-processed dual fcc-phase CoCrFeCuNi and CoCrFeCu1.71Ni high entropy alloys. The predicted yield stresses in CoCrFeCuNi, CoCrFeCu1.71Ni and Cantor alloy were in excellent agreement with the experimentally measured values in Table 3. The excellent agreement between the higher yield strengths of CoCrFeCuNi (506 MPa) and CoCrFeCu1.71Ni (477 MPa) with predictions by Hall-Petch equations supports that the grain size refinements contribute to the strengthening greatly."
"CoCrFeCuNi",506,"Strengthening and fracture of deformation-processed dual fcc-phase CoCrFeCuNi and CoCrFeCu1.71Ni high entropy alloys. The grain size in Cr–Fe–Co–Ni HEA matrix and Cu-rich filament was observed to be 1.0–1.4 μm. 5) The yield strengths of CoCrFeCuNi (506 MPa) and CoCrFeCu1.71Ni (477Mpa) were observed to be greater than that of the Cantor alloy (220 MPa) with minor reduction of elongation."
"CoCrFeCuNi",506,"Strengthening and fracture of deformation-processed dual fcc-phase CoCrFeCuNi and CoCrFeCu1.71Ni high entropy alloys. The grain size in Cr–Fe–Co–Ni HEA matrix and Cu-rich filament was observed to be 1.0–1.4 μm. The yield strengths of CoCrFeCuNi (506 MPa) and CoCrFeCu1.71Ni (477Mpa) were observed to be greater than that of the Cantor alloy (220 MPa) with minor reduction of elongation."
"CoCrFeCuNi",502,"Strengthening and fracture of deformation-processed dual fcc-phase CoCrFeCuNi and CoCrFeCu1.71Ni high entropy alloys. The increase of strength is generally accompanied by the pronounced loss of ductility [44,45]. One interesting observation in this study is that yield strengths of annealed CoCrFeCuNi (502 MPa) and CoCrFeCu1.71Ni (497 MPa) were more than twice greater than that (~220 MPa) of annealed Cantor alloy [9,30,32] with inappreciable loss of ductility (less than 3–7%)."
"Annealed CoCrFeCuNi",502,"Strengthening and fracture of deformation-processed dual fcc-phase CoCrFeCuNi and CoCrFeCu1.71Ni high entropy alloys. Yield strengths of both as-rolled CoCrFeCuNi (1065 MPa) and CoCrFeCu1.71Ni (1020 MPa) high entropy alloys were found to be a little smaller than that of Cantor alloy (1080 MPa) [30–32]. On the other hand, yield strengths of annealed CoCrFeCuNi (502 MPa) and CoCrFeCu1.71Ni (497 MPa) were observed to be greater than that (~220 MPa) of annealed Cantor alloy [30–32]."
"CoCrFeCu1.71Ni",497,"Strengthening and fracture of deformation-processed dual fcc-phase CoCrFeCuNi and CoCrFeCu1.71Ni high entropy alloys. The increase of strength is generally accompanied by the pronounced loss of ductility [44,45]. One interesting observation in this study is that yield strengths of annealed CoCrFeCuNi (502 MPa) and CoCrFeCu1.71Ni (497 MPa) were more than twice greater than that (~220 MPa) of annealed Cantor alloy [9,30,32] with inappreciable loss of ductility (less than 3–7%)."
"Annealed CoCrFeCu1.71Ni",497,"Strengthening and fracture of deformation-processed dual fcc-phase CoCrFeCuNi and CoCrFeCu1.71Ni high entropy alloys. Yield strengths of both as-rolled CoCrFeCuNi (1065 MPa) and CoCrFeCu1.71Ni (1020 MPa) high entropy alloys were found to be a little smaller than that of Cantor alloy (1080 MPa) [30–32]. On the other hand, yield strengths of annealed CoCrFeCuNi (502 MPa) and CoCrFeCu1.71Ni (497 MPa) were observed to be greater than that (~220 MPa) of annealed Cantor alloy [30–32]."
"CoCrFeCu1.71Ni",477,"Strengthening and fracture of deformation-processed dual fcc-phase CoCrFeCuNi and CoCrFeCu1.71Ni high entropy alloys. The predicted yield stresses in CoCrFeCuNi, CoCrFeCu1.71Ni and Cantor alloy were in excellent agreement with the experimentally measured values in Table 3. The excellent agreement between the higher yield strengths of CoCrFeCuNi (506 MPa) and CoCrFeCu1.71Ni (477 MPa) with predictions by Hall-Petch equations supports that the grain size refinements contribute to the strengthening greatly."
"CoCrFeCu1.71Ni",477,"Strengthening and fracture of deformation-processed dual fcc-phase CoCrFeCuNi and CoCrFeCu1.71Ni high entropy alloys. The grain size in Cr–Fe–Co–Ni HEA matrix and Cu-rich filament was observed to be 1.0–1.4 μm. 5) The yield strengths of CoCrFeCuNi (506 MPa) and CoCrFeCu1.71Ni (477Mpa) were observed to be greater than that of the Cantor alloy (220 MPa) with minor reduction of elongation."
"CoCrFeCu1.71Ni",477,"Strengthening and fracture of deformation-processed dual fcc-phase CoCrFeCuNi and CoCrFeCu1.71Ni high entropy alloys. The grain size in Cr–Fe–Co–Ni HEA matrix and Cu-rich filament was observed to be 1.0–1.4 μm. The yield strengths of CoCrFeCuNi (506 MPa) and CoCrFeCu1.71Ni (477Mpa) were observed to be greater than that of the Cantor alloy (220 MPa) with minor reduction of elongation."
"Cu-24Ag (after annealing)",442,"Strengthening and fracture of deformation-processed dual fcc-phase CoCrFeCuNi and CoCrFeCu1.71Ni high entropy alloys. The drastic increase of ductility by annealing in duplex fcc phase CoCrFeCuNi HEAs of the present study is in sharp contrast to the observation in duplex fcc phase Cu-24 wt % Ag alloy [26]. In Cu–24Ag alloy, a negligible change of ductility (from 7.1% to 6.3%) was observed by annealing that induced the decrease of yield stress from 866 MPa to 442 MPa (the decrease of yield stress by about a half) (Fig. 10 of Ref. 26)."
"Cr–Co–Fe–Ni",295,"Strengthening and fracture of deformation-processed dual fcc-phase CoCrFeCuNi and CoCrFeCu1.71Ni high entropy alloys. The shear moduli (G) for Cu [52] and Cr–Fe–Co–Ni [53] were reported to be 40 GPa and 84 GPa, respectively. The yield stress (YS) of coarse-grained (24–48 μm) Cr–Co–Fe–Ni (295 MPa) [53] was also reported to be greater than that of Cu (82 MPa) with the similar grain size (25 μm) [54]."
"CoCrFeMnNi",220,"Strengthening and fracture of deformation-processed dual fcc-phase CoCrFeCuNi and CoCrFeCu1.71Ni high entropy alloys. In Fig. 8(b), the stress-strain curves of Cantor alloy annealed at 1173 K reported by Ko et al. [32] are also plotted for comparison. It should be noted that the yield strength increased dramatically from 220 MPa in CoCrFeMnNi to 480–510 MPa in CoCrFeCuNi and CoCrFeCu1.71Ni by substituting Mn with Cu with minor reduction of elongation less than 3–7%."
"Cantor alloy",220,"Strengthening and fracture of deformation-processed dual fcc-phase CoCrFeCuNi and CoCrFeCu1.71Ni high entropy alloys. The higher strengths of CoCrFeCuNi alloys compared to the Cantor alloy are attributed to the formation of smaller grain-sized structures limited by the distribution of Cu-rich filaments. It is interesting to note the minor reduction of ductility despite a more than two-fold increase of the yield stress (~500 MPa versus 220 MPa) compared to those of the Cantor alloy as shown in Fig. 8."
"Cantor alloy",220,"Strengthening and fracture of deformation-processed dual fcc-phase CoCrFeCuNi and CoCrFeCu1.71Ni high entropy alloys. It is interesting to note the minor reduction of ductility despite a more than two-fold increase of the yield stress (~500 MPa versus 220 MPa) compared to those of the Cantor alloy as shown in Fig. 8. It should also be noted that the ductility of CoCrFeCuNi alloys increased significantly from ~6% to ~50% after annealing that induced the decrease of yield stress by a half (from ~1000 MPa to ~500 MPa)."
"Cantor alloy",220,"Strengthening and fracture of deformation-processed dual fcc-phase CoCrFeCuNi and CoCrFeCu1.71Ni high entropy alloys. The grain size in Cr–Fe–Co–Ni HEA matrix and Cu-rich filament was observed to be 1.0–1.4 μm. 5) The yield strengths of CoCrFeCuNi (506 MPa) and CoCrFeCu1.71Ni (477Mpa) were observed to be greater than that of the Cantor alloy (220 MPa) with minor reduction of elongation."
"Cantor alloy",220,"Strengthening and fracture of deformation-processed dual fcc-phase CoCrFeCuNi and CoCrFeCu1.71Ni high entropy alloys. The grain size in Cr–Fe–Co–Ni HEA matrix and Cu-rich filament was observed to be 1.0–1.4 μm. The yield strengths of CoCrFeCuNi (506 MPa) and CoCrFeCu1.71Ni (477Mpa) were observed to be greater than that of the Cantor alloy (220 MPa) with minor reduction of elongation."
"Cu",82,"Strengthening and fracture of deformation-processed dual fcc-phase CoCrFeCuNi and CoCrFeCu1.71Ni high entropy alloys. The shear moduli (G) for Cu [52] and Cr–Fe–Co–Ni [53] were reported to be 40 GPa and 84 GPa, respectively. The yield stress (YS) of coarse-grained (24–48 μm) Cr–Co–Fe–Ni (295 MPa) [53] was also reported to be greater than that of Cu (82 MPa) with the similar grain size (25 μm) [54]."
"High Entropy Alloy (Experimental)",1147,"Lattice-distortion dependent yield strength in high entropy alloys. The predicted yield stress in the HEA consists of three parts, namely, the grain-boundary-strengthening stress, the solid-solution strengthening caused by the severe lattice distortion, and the precipitation-strengthening stress. The value of the yield stress by the experiments is 1147 MPa [13], and the predicted result from our model is 1128 MPa with a deviation of 1.7%."
"High Entropy Alloy (Predicted)",1128,"Lattice-distortion dependent yield strength in high entropy alloys. The predicted yield stress in the HEA consists of three parts, namely, the grain-boundary-strengthening stress, the solid-solution strengthening caused by the severe lattice distortion, and the precipitation-strengthening stress. The value of the yield stress by the experiments is 1147 MPa [13], and the predicted result from our model is 1128 MPa with a deviation of 1.7%."
